time,data
655485.4479999994,31936
655485.6669999994,41847
655485.6749999995,40058
655485.6779999995,40918
655485.6859999995,41419
655485.6889999995,40953
655485.6989999996,37438
655485.7069999996,39427
655485.7119999996,25004
655485.7199999996,41488
655485.7239999996,40345
655485.7289999996,41313
655485.7369999996,35623
655485.7419999996,30143
655485.7519999996,28150
655485.7559999996,33433
655485.7639999996,42583
655485.7709999996,42745
655485.7769999997,41497
655485.7849999997,41763
655485.7929999997,42061
655485.8009999997,42767
655485.8079999997,41578
655485.8119999997,42362
655485.8199999997,22769
655485.9319999997,42254
655485.9399999997,41541
655485.9469999997,41724
655485.9529999997,42703
655485.9559999998,39910
655485.9639999998,27469
655485.9719999998,35537
655485.9789999998,35382
655485.9849999999,33009
655485.9929999999,40341
655485.9999999999,41964
655486.0059999999,41064
655486.012,38601
655486.019,38915
655486.025,42767
655486.028,22769
655486.0360000001,28579
655486.0440000001,28490
655486.0520000001,26840
655486.1930000001,40542
655486.1980000001,41429
655486.2080000001,32245
655486.2140000002,42767
655486.2220000002,42767
655486.2300000002,42767
655486.2350000002,42767
655486.2430000002,42767
655486.2460000003,42767
655486.2510000003,42767
721038.9240000002,42767
721038.9310000002,42767
721038.9390000002,42767
721038.9440000003,31394
721038.9480000002,31758
721038.9560000002,42767
721038.9640000003,42767
721038.9720000003,42767
721038.9760000003,42767
721038.9840000003,42767
721038.9920000003,42767
721038.9980000004,42767
721039.0060000004,33900
721039.0120000005,42767
721039.0190000004,42767
721039.0270000005,42767
721039.1450000005,42767
721039.1520000005,35055
721039.1580000005,42607
721039.1640000006,41345
721039.1710000006,42767
721039.1770000006,42439
721039.1840000006,37033
721039.1900000006,40203
721039.1960000007,42117
721039.2030000007,41925
721039.2080000007,41709
721039.2120000006,32831
721039.2200000007,38100
721039.2280000007,38809
721039.2330000007,41101
721039.2410000007,42767
721039.2480000007,42767
721039.2560000008,42583
721039.2640000008,41367
721039.2670000008,42767
721039.2750000008,42150
721039.4160000008,42767
721039.4220000008,42521
721039.4280000009,42767
721039.4360000009,42767
721039.4430000009,42767
721039.449000001,42767
721039.4560000009,42767
721039.4650000009,41335
721039.4730000009,39616
721039.4800000009,41219
721039.488000001,34524
721039.494000001,40650
721039.497000001,41443
721039.505000001,40694
721039.510000001,41572
721039.5180000011,41337
721039.5260000011,41387
721039.5320000012,41753
721039.5400000012,41459
721039.5450000012,41266
721039.5520000012,41036
721039.5580000012,40709
721039.5630000012,39413
721039.5710000013,37395
721039.5790000013,38723
721039.7050000014,34228
721039.7120000013,39412
721039.7200000014,40398
721039.7230000014,39731
721039.7310000014,39724
721039.7370000015,33699
721039.7420000015,37034
721039.7470000015,30493
721039.7550000015,35071
721039.7630000015,34913
721039.7690000016,35599
721039.7770000016,28776
721039.7850000017,35718
721039.7920000016,38975
721039.7980000017,37226
721039.8040000017,37006
721039.8110000017,34380
721039.8170000018,36944
721039.9760000018,36934
721039.9840000018,36505
721039.9880000018,36743
721039.9950000017,36281
721040.0030000018,36332
721040.0060000018,36216
721040.0140000018,35859
721040.0220000019,36566
721040.0280000019,35852
721040.0330000019,35963
721040.0400000019,35692
786592.6240000019,36177
786592.632000002,34747
786592.638000002,35639
852127.638000002,35639
852127.6440000021,35818
852127.651000002,35450
852127.6590000021,35259
852127.6650000021,36315
852127.6720000021,36053
852127.6780000022,35636
852127.6840000022,35296
852127.6910000022,35201
852127.6970000023,30880
852127.7020000023,34952
852127.7100000023,32099
852127.8280000023,36968
852127.8360000023,36023
852127.8430000023,36518
852127.8490000024,35971
852127.8560000024,35699
852127.8620000024,36207
852127.8650000024,35899
852127.8720000024,35829
852127.8800000024,35482
852127.8860000025,36521
852127.8940000025,35977
852127.9020000026,35329
852127.9080000026,36419
852127.9130000026,35921
852127.9210000027,36015
852127.9240000027,35902
852127.9320000027,35603
852128.0970000027,38053
852128.1050000028,38018
852128.1080000028,38508
852128.1160000028,38032
852128.1240000029,37192
852128.1320000029,38128
852128.1370000029,37380
852128.1420000029,37418
852128.1470000029,37048
852128.1560000029,37307
852128.1610000029,37097
852128.1690000029,36887
852128.1770000029,36284
852128.185000003,36751
852128.193000003,37056
852128.198000003,36578
852128.203000003,36407
852128.208000003,36359
852128.216000003,30443
852128.2240000031,33579
852128.2320000031,33937
852128.2380000032,33890
852128.2440000032,31640
852128.2520000032,32868
852128.2560000032,32256
852128.2600000032,32355
852128.2670000031,31940
852128.3690000031,37844
852128.3760000031,37326
852128.3840000031,35571
852128.3870000031,36603
852128.3950000032,33273
852128.4000000032,36428
852128.4040000031,34225
852128.4830000032,30756
852128.4860000032,30754
852128.6410000032,36374
852128.6480000032,36854
852128.6510000032,36333
852128.6590000032,35823
852128.6780000032,36081
852128.6860000032,36017
852128.6940000033,35232
852128.6970000033,35703
852128.7050000033,29141
852128.7130000034,30866
852128.7210000034,31349
852128.7280000034,30775
852128.7340000034,32743
852128.7400000035,33100
852128.7440000034,33982
852128.7520000035,30974
852128.7600000035,31430
852128.7660000036,31724
852128.7690000036,32584
852128.7770000036,36509
852128.9180000036,32429
852128.9230000036,32582
852128.9310000036,31591
852128.9390000036,30458
917663.9450000037,31885
917663.9520000037,29507
917663.9580000037,29500
917663.9610000037,29360
917663.9690000038,30942
917663.9740000038,34043
917663.9790000038,37673
917663.9880000037,38429
917663.9950000037,38477
917664.0030000038,39565
917664.1880000038,35298
983216.6000000038,32885
983216.6080000038,29363
983216.6130000039,31051
983216.6210000039,31023
983216.6270000039,31432
983216.6320000039,33898
983216.640000004,35058
983216.645000004,35495
983216.6490000039,35712
983216.6540000039,37579
983216.662000004,38280
983216.670000004,37722
983216.678000004,38459
983216.685000004,38119
983216.693000004,38586
983216.6990000041,38966
983216.7070000041,38652
983216.7090000041,38488
983216.7170000041,38443
983216.7250000042,37910
983216.8620000042,26721
983216.8700000042,25940
983216.8750000042,26833
983216.8810000042,34348
983216.8890000043,40981
983216.8940000043,40286
983216.9010000043,39836
983216.9090000043,40083
983216.9170000043,41235
983216.9230000044,41475
1048751.9230000044,41475
1048751.9290000044,41208
1048751.9370000043,41427
1048751.9440000043,40687
1048751.9500000044,40955
1048751.9570000044,40892
1048751.9630000044,40694
1048751.9710000043,40980
1048751.9770000044,39643
1114304.3500000043,39522
1114304.5040000044,37070
1114304.5100000044,36909
1114304.5150000043,36465
1114304.5230000042,35772
1114304.5260000043,36588
1114304.5340000042,32100
1114304.542000004,37956
1114304.550000004,37174
1114304.557000004,37246
1114304.560000004,37273
1114304.566000004,36322
1114304.571000004,36913
1114304.577000004,36844
1114304.585000004,36266
1114304.5900000038,36660
1114304.5980000037,36377
1114304.6060000036,36309
1114304.6140000036,36302
1114304.6220000035,36238
1114304.6290000034,36302
1114304.6350000035,35974
1114304.7710000034,31647
1114304.7760000033,35360
1114304.7810000032,34944
1114304.7870000033,38392
1179839.7870000035,38392
1179839.7970000035,37734
1179839.8050000034,39543
1179839.8130000033,38884
1179839.8210000033,38528
1179839.8240000033,38466
1179839.8320000032,39397
1179839.8380000032,39285
1179839.8460000032,38960
1179839.8490000032,39117
1179839.854000003,38820
1179839.861000003,38443
1179839.867000003,38206
1179839.8770000031,38286
1179839.8830000032,38169
1179839.891000003,37806
1179839.896000003,37918
1179840.033000003,37127
1179840.041000003,38173
1179840.049000003,38302
1179840.056000003,38513
1179840.0610000028,38748
1179840.0650000027,38764
1179840.0730000027,38472
1179840.0810000026,38719
1179840.0890000025,38755
1179840.0970000024,38311
1245375.0970000024,38311
1245375.1040000024,38004
1245375.1100000024,38607
1245375.1170000024,38612
1245375.1230000025,37903
1310927.4210000024,38036
1310927.4260000023,37960
1310927.4360000023,34130
1310927.4440000022,37236
1310927.4500000023,36836
1310927.4580000022,37041
1310927.4610000022,36890
1310927.4690000021,37364
1310927.706000002,27847
1310927.7090000021,27824
1310927.716000002,35496
1310927.7250000022,29404
1310927.733000002,27254
1310927.741000002,27887
1310927.749000002,28168
1310927.756000002,28497
1310927.762000002,29533
1310927.768000002,27092
1310927.775000002,25942
1310927.781000002,27098
1310927.784000002,27445
1310927.792000002,37180
1310927.800000002,40487
1376480.0610000018,41893
1376480.2310000018,34226
1376480.2370000018,31244
1376480.2450000017,31331
1376480.2520000017,32142
1376480.2580000018,32840
1376480.2660000017,32886
1376480.2730000017,31389
1376480.2760000017,31265
1376480.2840000016,31286
1442015.2840000016,31286
1442015.2900000017,32218
1442015.2980000016,26685
1442015.3050000016,26944
1442015.3110000016,26573
1442015.3190000015,24277
1442015.3250000016,24560
1442015.3320000016,24494
1442015.3370000015,25068
1442015.3450000014,41859
1442015.3510000014,42275
1442015.3570000015,41510
1442015.5010000016,38346
1442015.5090000015,38081
1442015.5140000014,38169
1442015.5210000013,38096
1442015.5270000014,37893
1442015.5320000013,37615
1442015.5400000012,37623
1442015.5430000012,37466
1442015.5490000013,37283
1442015.5590000013,37041
1442015.5670000012,37445
1442015.5750000011,36338
1442015.5780000011,36672
1442015.583000001,36609
1442015.593000001,36445
1442015.596000001,36431
1442015.772000001,37104
1442015.780000001,37246
1442015.786000001,37330
1442015.794000001,37161
1442015.797000001,37125
1442015.8050000009,34806
1442015.8100000008,35342
1442015.8170000007,31788
1442015.8250000007,36015
1442015.8330000006,35875
1507568.0260000005,35792
1507568.0340000005,35133
1507568.0400000005,34915
1507568.0470000005,34973
1507568.0530000005,35579
1507568.0600000005,34630
1573103.0600000005,34630
1573103.0660000006,33006
1573103.0720000006,33745
1573103.0790000006,35664
1573103.0870000005,36057
1573103.0930000006,36454
1573103.1000000006,36063
1573103.2230000005,39773
1573103.2310000004,39802
1573103.2370000004,39630
1573103.2440000004,39968
1573103.2500000005,39785
1573103.2580000004,39497
1573103.2610000004,39304
1573103.2680000004,39274
1573103.2740000004,36518
1573103.2820000004,37935
1573103.2850000004,38845
1573103.2930000003,38161
1573103.3010000002,38074
1573103.3090000001,37925
1573103.317,37844
1573103.324,37712
1573103.328,30764
1573103.3329999999,30540
1573103.488,33853
1573103.4919999999,33585
1573103.4999999998,33613
1573103.5079999997,33709
1573103.5159999996,33752
1573103.5219999996,33827
1573103.5249999997,33888
1573103.5319999997,33929
1573103.5399999996,33927
1573103.5479999995,34292
1573103.5539999995,34140
1573103.5599999996,34222
1573103.5649999995,34300
1573103.5719999995,34289
1573103.5799999994,34279
1573103.5859999994,34663
1638638.5859999994,34663
1638638.5939999993,34500
1638638.5999999994,34503
1638638.6069999994,34892
1638638.6149999993,34526
1638638.6159999992,34794
1638638.6239999991,34764
1638638.631999999,35296
1638638.639999999,35010
1638638.646999999,35132
1638638.6519999988,35117
1638638.657999999,34811
1638638.751999999,34509
1638638.758999999,34837
1638638.764999999,34869
1638638.771999999,36901
1638638.7799999989,36097
1638638.782999999,37269
1638638.7909999988,37164
1638638.7969999989,37114
1704190.9119999988,37492
1704190.9149999989,37465
1704190.9249999989,37835
1704190.9299999988,37951
1704190.9359999988,37862
1704190.9459999988,32853
1704190.951999999,30003
1704190.9599999988,30390
1704190.9679999987,30497
1704190.9739999988,30815
1704190.9809999987,30247
1704190.9869999988,33209
1704191.1469999987,39434
1704191.1539999987,37407
1704191.1629999988,36992
1704191.1659999988,38697
1704191.1759999988,34775
1704191.1819999989,35680
1704191.1869999988,38501
1769726.1869999988,38501
1769726.1949999987,34881
1769726.2029999986,36982
1769726.2079999985,37713
1769726.2159999984,35100
1769726.2239999983,36143
1769726.2299999984,35883
1769726.2379999983,35670
1769726.2459999982,36826
1769726.2529999982,35946
1769726.257999998,37726
1769726.263999998,37188
1769726.268999998,36348
1769726.274999998,34636
1769726.282999998,36042
1769726.2909999979,36264
1769726.293999998,39366
1835278.3719999979,38795
1835278.381999998,37089
1835278.384999998,37476
1835278.475999998,38522
1835278.482999998,38109
1835278.485999998,37541
1835278.4939999979,36996
1835278.4989999977,36849
1835278.5069999977,38397
1835278.5109999976,38346
1835278.5159999975,37163
1835278.5259999975,33425
1835278.5339999974,35386
1835278.5419999973,35088
1835278.5499999973,35261
1835278.5559999973,35917
1835278.5629999973,33864
1835278.5689999973,33360
1835278.5749999974,33472
1835278.5819999974,34215
1835278.5879999974,34022
1835278.5959999973,35248
1835279.0969999973,42767
1835279.1069999973,42767
1835279.1149999972,42767
1835279.1209999972,42767
1835279.1259999971,42767
1835279.133999997,42767
1835279.141999997,42767
1900831.153999997,42767
1900831.160999997,38402
1900831.168999997,36120
1900831.174999997,37662
1900831.182999997,37690
1900831.188999997,40658
1900831.329999997,42767
1900831.337999997,42767
1900831.3459999969,42767
1900831.3539999968,42767
1900831.3589999967,42767
1900831.3639999966,42767
1900831.3699999966,42767
1900831.3779999965,42767
1900831.3859999964,42767
1900831.3939999964,42767
1900831.4009999963,40809
1900831.4069999964,42767
1900831.4129999964,42767
1900831.4179999963,37338
1900831.4259999963,42767
1966366.4259999963,42767
1966366.4329999962,42767
1966366.4389999963,42767
1966366.4469999962,42767
1966366.4529999963,40681
1966366.4579999961,42767
1966366.4649999961,42767
1966366.4709999962,40547
1966366.5959999962,32610
1966366.600999996,37252
1966366.608999996,32386
1966366.614999996,27228
1966366.619999996,24005
1966366.6279999958,22769
1966366.6359999957,22921
1966366.6409999956,22965
1966366.6469999957,22769
1966366.6519999956,33002
1966366.6599999955,40609
1966366.6659999955,42767
1966366.6739999955,42767
1966366.6819999954,42767
1966366.6889999954,42767
1966366.6969999953,42767
1966366.7029999953,42767
1966366.7079999952,42767
1966366.7139999953,42767
1966366.7219999952,42767
1966366.8609999951,42767
1966366.868999995,42767
1966366.875999995,42767
1966366.881999995,42767
1966366.888999995,42767
1966366.8949999951,42767
1966366.8979999952,42767
1966366.905999995,42196
1966367.179999995,42767
1966367.1889999951,42767
1966367.195999995,42767
1966367.203999995,41891
1966367.211999995,41706
1966367.217999995,40625
1966367.224999995,42767
1966367.230999995,41916
1966367.238999995,41326
2031902.238999995,41326
2031902.244999995,39147
2031902.251999995,42767
2031902.257999995,41503
2031902.264999995,40031
2031902.270999995,40350
2031902.416999995,27505
2031902.420999995,27735
2031902.4289999949,24139
2031902.4339999948,24149
2031902.4419999947,24104
2031902.4499999946,29137
2031902.4569999946,22769
2031902.4629999946,22769
2031902.4689999947,22769
2031902.4759999947,22769
2031902.4789999947,22769
2031902.4869999946,42767
2031902.4949999945,42767
2031902.5009999946,42767
2031902.5079999946,42767
2031902.5139999946,42767
2031902.5219999945,42767
2031902.5289999945,42767
2031902.5349999946,42767
2031902.5409999946,42767
2031902.5449999946,42767
2031902.5529999945,42767
2031902.5569999944,42767
2031902.7779999943,42767
2031902.7859999943,42767
2031902.7929999942,42767
2031902.7959999943,42767
2031902.8039999942,42767
2031902.811999994,42767
2031902.8179999941,42767
2031902.825999994,42767
2031902.832999994,42767
2031902.838999994,42767
2031902.8449999942,42767
2031902.8519999941,42767
2031902.8579999942,42767
2031902.8649999942,42767
2031902.8689999941,42767
2031902.876999994,42767
2031903.049999994,37307
2031903.059999994,35452
2031903.067999994,36646
2031903.0759999938,41572
2031903.0839999937,38388
2031903.0899999938,36478
2031903.0969999938,35447
2031903.1029999938,35324
2097454.916999994,32400
2097454.923999994,34438
2097454.926999994,33684
2162989.926999994,33684
2162989.934999994,32477
2162989.939999994,29931
2162989.947999994,30759
2162989.953999994,29888
2162989.961999994,27976
2162989.9699999937,25698
2162989.9749999936,26922
2162989.9809999936,22769
2162989.9859999935,22769
2162989.9929999937,22769
2162990.1289999937,40658
2162990.1379999937,42101
2162990.1459999937,42255
2162990.1539999936,40887
2162990.1569999936,42767
2162990.1649999935,40927
2162990.1729999934,39793
2162990.1769999936,41885
2162990.1849999935,40485
2162990.1929999935,42167
2162990.2009999934,41267
2162990.2089999933,40620
2162990.2099999934,40979
2162990.2179999934,36938
2162990.2259999933,37592
2162990.233999993,39397
2162990.403999993,34543
2162990.411999993,42767
2162990.417999993,42767
2162990.420999993,42767
2162990.428999993,42767
2162990.433999993,42767
2162990.438999993,42767
2162990.444999993,42767
2162990.4549999926,42767
2162990.4629999925,42767
2162990.4709999925,42767
2162990.4769999925,42767
2162990.4849999924,42767
2162990.4889999926,42767
2162990.4969999925,39348
2162990.5029999926,40646
2162990.5079999925,42767
2162990.5139999925,38250
2162990.5219999924,40504
2162990.5299999923,39017
2162990.5329999924,42534
2162990.6759999925,41400
2162990.6809999924,42277
2162990.6849999926,42767
2162990.691999993,42767
2228542.419999993,42767
2228542.422999993,42767
2228542.428999993,42767
2294077.428999993,42767
2294077.438999993,39637
2294077.4439999927,42508
2294077.4519999926,42439
2294077.4599999925,42559
2294077.4679999924,41209
2294077.4759999923,41828
2294077.4819999924,40917
2294077.4889999926,40377
2294077.6609999924,33986
2294077.6679999926,33454
2294077.6769999927,32445
2294077.683999993,32727
2294077.692999993,31097
2294077.699999993,30993
2294077.7059999933,31083
2294077.7129999935,32083
2294077.7159999935,32104
2294077.7239999934,35145
2294077.7319999933,36371
2294077.7399999932,38664
2294077.744999993,37821
2294077.7489999933,40693
2294077.756999993,40630
2294077.764999993,40850
2294077.7719999934,40784
2294077.7799999933,40749
2294077.7859999933,40158
2294077.7929999935,38776
2294077.9169999934,30234
2294077.9239999936,29446
2294077.9299999936,29619
2294077.936999994,28216
2294077.944999994,27413
2294077.950999994,27042
2294077.956999994,25866
2294077.963999994,25854
2294077.966999994,24623
2294077.974999994,35300
2294077.982999994,41342
2294077.990999994,41968
2294077.996999994,42327
2294078.003999994,42212
2294078.008999994,42602
2294078.016999994,42703
2294078.020999994,42763
2294078.028999994,42547
2294078.0359999943,42294
2294078.0419999943,42767
2294078.2069999943,42767
2294078.2119999942,42767
2294078.2179999943,42767
2294078.225999994,42767
2294078.2329999944,42767
2294078.2409999943,42767
2294078.2469999944,42767
2294078.2529999944,42767
2294078.2609999944,41739
2294078.2649999945,42767
2294078.2709999946,42767
2294078.2789999945,42767
2294078.2849999946,42529
2294078.2899999944,42767
2294078.2969999947,42177
2294078.3049999946,42153
2294078.308999995,42767
2294078.3169999947,39241
2294078.320999995,40612
2294078.329999995,36562
2294078.4819999947,37004
2294078.4899999946,36815
2294078.496999995,36911
2294078.5049999948,36427
2294078.510999995,36600
2294078.5159999947,38158
2294078.5209999946,36973
2294078.524999995,38709
2294078.531999995,36672
2359613.531999995,36672
2359613.540999995,36698
2359613.548999995,36941
2359613.556999995,36498
2425165.1809999947,36326
2425165.186999995,36242
2425165.193999995,35912
2425165.201999995,34130
2425165.205999995,34422
2425165.364999995,37241
2425165.372999995,41535
2425165.687999995,37735
2425165.693999995,38705
2425165.700999995,39640
2425165.708999995,37625
2425165.714999995,38638
2425165.722999995,37695
2425165.7299999953,37876
2425165.7329999954,39377
2425165.7359999954,38708
2425165.8929999955,35859
2425165.9009999954,36222
2425165.9069999955,35575
2425165.9099999955,35749
2425165.9179999954,34929
2425165.9259999953,35159
2425165.9299999955,35412
2425165.9379999954,34504
2425165.9459999953,34971
2425165.9489999954,35292
2425165.9569999953,33919
2490717.498999995,34006
2490717.506999995,34159
2490717.512999995,33998
2490717.520999995,33981
2490717.5279999953,33942
2490717.5319999955,33778
2490717.5399999954,33593
2490717.5469999956,33458
2490717.5529999956,33463
2490717.559999996,33169
2490717.565999996,33162
2490717.695999996,34630
2490717.7039999957,34469
2490717.7119999956,32948
2490717.7149999957,31866
2490717.7199999955,31638
2490717.7259999956,31518
2490717.7359999954,31623
2490717.7419999954,31996
2490717.7499999953,34559
2490717.7559999954,36011
2490717.7639999953,36317
2490717.7709999955,36284
2490717.7739999956,36285
2490717.7799999956,37494
2490717.786999996,37341
2490717.7949999957,37253
2490717.8029999956,37139
2490717.8089999957,37012
2490717.8169999956,34358
2490717.823999996,35214
2490717.829999996,35422
2490717.837999996,35586
2490717.843999996,34827
2490717.850999996,34787
2490717.973999996,34100
2490717.981999996,34773
2490717.987999996,34970
2490717.995999996,34605
2490718.0029999963,34363
2490718.0089999964,34191
2490718.0119999964,34506
2490718.0199999963,35188
2490718.0239999965,35199
2490718.0279999967,35299
2490718.0359999966,35218
2490718.042999997,35090
2490718.048999997,34985
2490718.0589999966,32335
2490718.0619999967,32324
2490718.0719999964,32092
2490718.0799999963,32887
2490718.0829999964,32772
2490718.0909999963,32456
2490718.0969999963,32272
2490718.1039999966,32175
2490718.1079999967,32337
2490718.2599999965,32254
2490718.2699999963,31745
2556269.734999996,31058
2556269.740999996,30997
2556269.745999996,30894
2556269.7529999963,30643
2556269.760999996,30709
2556270.046999996,31292
2556270.049999996,31491
2556270.057999996,31782
2556270.064999996,34057
2621821.5319999964,32747
2621821.5379999964,32743
2621821.5459999964,32428
2621821.5529999966,32192
2621821.5589999966,32150
2621821.5639999965,32179
2621821.5699999966,32465
2687356.5699999966,32465
2687356.5779999965,32771
2687356.5859999964,33002
2687356.5929999966,32939
2687356.5989999967,32991
2687356.869999997,33652
2687356.875999997,33402
2687356.881999997,32679
2687356.889999997,32644
2687356.896999997,32551
2687356.902999997,32229
2687356.9099999974,31959
2687356.9159999974,31810
2687356.9219999975,30923
2687356.9289999977,30812
2687356.9369999976,30632
2687356.9379999978,30509
2687356.9429999976,30318
2687356.9529999974,29692
2687356.9609999973,29865
2687356.9689999972,32960
2687356.973999997,34243
2687356.981999997,36131
2687356.987999997,40461
2687356.990999997,39835
2687356.998999997,40611
2687357.006999997,40412
2687357.013999997,40656
2687357.021999997,40585
2687357.027999997,40443
2687357.165999997,31188
2687357.171999997,28674
2687357.177999997,30079
2687357.185999997,35196
2687357.192999997,35343
2687357.198999997,41084
2687357.2059999974,42195
2687357.2119999975,42030
2687357.2179999975,42336
2687357.2229999974,42332
2687357.2309999974,42203
2687357.2359999972,42166
2687357.243999997,42149
2687357.248999997,42063
2687357.253999997,41956
2687357.414999997,30462
2687357.417999997,31106
2687357.424999997,33035
2752892.424999997,33035
2752892.433999997,33482
2752892.441999997,35376
2752892.449999997,36349
2752892.456999997,37626
2752892.462999997,39064
2752892.470999997,39399
2752892.4779999973,39368
2752892.4819999975,38823
2752892.4899999974,41296
2752892.4969999976,41083
2752892.5029999977,39766
2752892.509999998,39857
2752892.512999998,39885
2752892.520999998,40481
2818443.862999998,39745
2818443.870999998,38892
2818443.876999998,38532
2818443.883999998,38321
2818443.8879999984,39311
2818443.8959999983,40934
2818444.0389999985,33064
2818444.0439999984,33108
2818444.0519999983,32330
2818444.059999998,31155
2818444.067999998,31549
2818444.075999998,31579
2818444.079999998,31551
2818444.087999998,32523
2818444.0949999983,32915
2818444.1009999984,33194
2818444.1079999986,33494
2818444.1109999986,33810
2818444.1189999986,36629
2818444.1249999986,38265
2818444.1329999985,38501
2883979.1329999985,38501
2883979.3189999987,35548
2883979.3219999988,35614
2883979.3299999987,36028
2883979.3349999986,36158
2883979.3429999985,35838
2883979.3479999984,35945
2883979.3559999983,37188
2883979.363999998,36735
2883979.371999998,37004
2883979.377999998,36814
2883979.385999998,36113
2883979.387999998,34831
2883979.395999998,35573
2883979.403999998,35894
2883979.4119999977,36586
2883979.4179999977,35826
2883979.423999998,37966
2883979.430999998,37281
2883979.433999998,37307
2883979.439999998,37482
2883979.4469999983,36955
2883979.4529999983,36681
2883979.590999998,41195
2883979.596999998,41237
2883979.606999998,40028
2883979.609999998,41241
2883979.615999998,40267
2883979.625999998,41648
2883979.6339999977,41376
2883979.6419999977,41999
2883979.6499999976,40753
2949530.9059999976,41870
2949530.912999998,40661
2949530.9209999978,41503
2949530.9289999977,41680
2949530.9349999977,40743
2949530.940999998,41427
2949530.947999998,41389
2949531.120999998,38543
2949531.126999998,38422
2949531.132999998,38452
2949531.1399999983,38987
2949531.1429999983,39384
2949531.150999998,39588
3015066.150999998,39588
3015066.158999998,38029
3015066.166999998,38602
3015066.172999998,38651
3015066.1799999983,38135
3015066.1859999984,37876
3015066.1929999986,37515
3015066.1989999986,38161
3015066.2049999987,37852
3015066.2099999986,38122
3015066.216999999,36357
3015066.2249999987,36950
3015066.2309999987,38192
3015066.2389999987,37312
3015066.2449999987,36520
3015066.2499999986,36084
3015066.256999999,36521
3015066.388999999,30965
3015066.3959999993,31351
3015066.4019999993,32096
3015066.4089999995,33329
3015066.4169999994,34666
3015066.4229999995,35469
3015066.4309999994,36644
3015066.4329999993,37629
3015066.4389999993,39165
3015066.446999999,40165
3015066.454999999,40108
3015066.460999999,38941
3015066.468999999,38985
3015066.4759999993,38488
3015066.4839999992,38280
3015066.4899999993,37634
3015066.4969999995,37188
3015066.6599999997,36282
3015066.6649999996,36952
3015066.6729999995,37763
3015066.6769999997,38107
3015066.6849999996,38063
3015066.6899999995,37669
3080617.8669999996,37411
3080617.8769999994,37582
3080617.8849999993,36644
3080617.8909999994,36822
3080617.8989999993,34938
3080617.9019999993,34720
3080617.906999999,34184
3080617.914999999,35044
3080617.919999999,34633
3080617.927999999,33034
3080617.933999999,33708
3080617.941999999,32712
3080617.949999999,31782
3080617.9579999987,31726
3080618.106999999,40969
3080618.111999999,40401
3080618.1199999987,38607
3080618.1249999986,39506
3080618.1339999987,37379
3080618.1389999986,38710
3080618.1439999985,38630
3080618.1529999985,36910
3080618.1609999985,37184
3080618.1679999987,39142
3080618.1759999986,39015
3080618.1819999986,38023
3080618.1849999987,37992
3080618.1899999985,38617
3080618.1999999983,39008
3080618.2079999982,39069
3080618.2139999983,37870
3080618.221999998,38817
3080618.365999998,37347
3080618.3729999983,37504
3080618.380999998,37097
3080618.3849999984,37924
3080618.3929999983,36461
3080618.3969999985,37088
3080618.4049999984,36198
3080618.4129999983,37086
3080618.420999998,37413
3080618.4269999983,36708
3146153.4269999983,36708
3146153.4329999983,36603
3146153.4399999985,36536
3146153.4479999985,36535
3146153.4539999985,36664
3146153.4609999987,36222
3146153.4639999988,36735
3146153.6449999986,33457
3146153.6479999986,33235
3146153.6539999987,33143
3146153.6619999986,32923
3146153.668999999,32876
3146153.6769999987,32871
3146153.682999999,32889
3146153.6909999987,32894
3146153.6969999988,32889
3146153.703999999,32889
3146153.708999999,32928
3146153.716999999,33008
3146153.7249999987,33398
3146153.7309999987,33500
3146153.736999999,33567
3146153.743999999,33638
3146153.749999999,33714
3146153.7569999993,34352
3146153.917999999,39878
3146153.925999999,39277
3146153.933999999,38756
3146153.941999999,38426
3146153.948999999,38143
3146153.954999999,36852
3211688.954999999,36852
3211688.960999999,36958
3211688.9679999994,36104
3211688.9739999995,36367
3211688.9819999994,35705
3211688.9889999996,36145
3211688.9949999996,34795
3211689.0009999997,32943
3211689.008,33037
3211689.014,32818
3211689.189,34714
3211689.193,34371
3211689.2029999997,34372
3211689.2109999997,33332
3211689.2169999997,31487
3211689.2249999996,30866
3211689.232,30824
3211689.238,30646
3211689.243,29731
3211689.249,29590
3211689.2569999998,28996
3211689.2649999997,29091
3211689.269,29055
3211689.277,28991
3211689.2849999997,30695
3211689.2909999997,31822
3211689.297,32066
3211689.304,37629
3211689.31,42348
3211689.453,32437
3211689.4570000004,31598
3211689.467,31083
3211689.475,30898
3211689.481,30016
3211689.486,30052
3211689.4930000002,29746
3211689.501,30071
3211689.509,30826
3211689.5130000003,31066
3211689.5200000005,32871
3211689.5260000005,33945
3211689.5330000008,36716
3211689.5410000007,38930
3211689.5490000006,39403
3211689.553000001,39255
3211689.5610000007,41143
3211689.5690000006,41037
3211689.5740000005,40730
3211689.5820000004,40706
3211689.7180000003,30404
3211689.723,30416
3211689.731,30646
3211689.739,31477
3277224.739,31477
3277224.745,32011
3277224.753,32244
3277224.7600000002,32417
3277224.7660000003,37897
3277224.774,37849
3277224.7810000004,37924
3277224.7870000005,37542
3277224.7930000005,39151
3277224.7970000007,39156
3277224.8050000006,41394
3277224.8130000005,41754
3277224.8190000006,41659
3342775.7870000005,40420
3342775.7900000005,40395
3342775.7950000004,39302
3342775.8030000003,38303
3342775.941,31189
3342775.947,31287
3342775.955,31798
3342775.963,31919
3342775.969,32797
3342775.977,33382
